timestamp;metodo;endpoint;status_code;latencia_ms;categoria;tipo_status;nivel_latencia;porcentagem_Volume;p95_latencia;variacao_latencia
2026-05-14 01:52:56;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;POST;/api/auth/2fa/verify;503;900;trades;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;POST;/api/auth/logout;500;1800;trades;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;GET;/api/portfolio;200;3400;trades;sucesso;critica;0;1800.0;0
2026-05-14 01:52:56;POST;/api/order-preview;200;140;trades;sucesso;moderada;0;1800.0;0
2026-05-14 01:52:56;GET;/api/market/orderbook/PETR4;504;3200;mercado;erro_servidor;critica;0;1800.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:56;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;1800.0;0
2026-05-14 01:52:56;POST;/api/risk/check;200;700;trades;sucesso;alta;0;1800.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;1800.0;0
2026-05-14 01:52:51;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/portfolio/performance;504;70;trades;erro_servidor;normal;0;3100.0;0
2026-05-14 01:52:51;POST;/api/orders/validate;422;3000;ordens;erro_cliente;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/auth/login;500;2500;trades;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/portfolio/performance;504;70;trades;erro_servidor;normal;0;3100.0;0
2026-05-14 01:52:56;POST;/api/orders/validate;422;3000;ordens;erro_cliente;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/login;500;2500;trades;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/2fa/verify;503;900;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/logout;500;1800;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/portfolio;200;3400;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/order-preview;200;140;trades;sucesso;moderada;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/orderbook/PETR4;504;3200;mercado;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/portfolio/performance;504;70;trades;erro_servidor;normal;0;3100.0;0
2026-05-14 01:52:51;POST;/api/orders/validate;422;3000;ordens;erro_cliente;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/auth/login;500;2500;trades;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:51;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:51;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/portfolio/performance;504;70;trades;erro_servidor;normal;0;3100.0;0
2026-05-14 01:52:56;POST;/api/orders/validate;422;3000;ordens;erro_cliente;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/login;500;2500;trades;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/2fa/verify;503;900;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/auth/logout;500;1800;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/portfolio;200;3400;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/order-preview;200;140;trades;sucesso;moderada;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/orderbook/PETR4;504;3200;mercado;erro_servidor;critica;0;3100.0;0
2026-05-14 01:52:56;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:52:56;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:52:56;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:52:56;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/portfolio/performance;504;70;trades;erro_servidor;normal;0;3100.0;0
2026-05-14 01:53:01;POST;/api/orders/validate;422;3000;ordens;erro_cliente;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/auth/login;500;2500;trades;erro_servidor;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/orders/sell;504;1600;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/auth/2fa/verify;503;900;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/auth/logout;500;1800;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/portfolio;200;3400;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/order-preview;200;140;trades;sucesso;moderada;0;3100.0;0
2026-05-14 01:53:01;GET;/api/market/orderbook/PETR4;504;3200;mercado;erro_servidor;critica;0;3100.0;0
2026-05-14 01:53:01;GET;/api/market/news;500;700;mercado;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/risk/check;200;700;trades;sucesso;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/b3/orders;500;1800;ordens;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/orders/buy;503;2800;ordens;erro_servidor;critica;0;3100.0;0
2026-05-14 01:53:01;GET;/api/account/balance;500;45;financeiro;erro_servidor;normal;0;3100.0;0
2026-05-14 01:53:01;POST;/api/orders/buy;503;2800;ordens;erro_servidor;critica;0;3100.0;0
2026-05-14 01:53:01;DELETE;/api/orders/cancel;500;160;ordens;erro_servidor;moderada;0;3100.0;0
2026-05-14 01:53:01;GET;/api/trades;500;700;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;POST;/api/deposits;201;2600;trades;sucesso;critica;0;3100.0;0
2026-05-14 01:53:01;GET;/api/market/orderbook/PETR4;504;3200;mercado;erro_servidor;critica;0;3100.0;0
2026-05-14 01:53:01;POST;/api/auth/logout;500;1800;trades;erro_servidor;alta;0;3100.0;0
2026-05-14 01:53:01;DELETE;/api/orders/cancel;500;160;ordens;erro_servidor;moderada;0;3100.0;0
2026-05-14 01:53:01;GET;/api/trades/summary;200;3100;trades;sucesso;critica;0;3100.0;0
